bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	id	name2	cdsStartStat	cdsEndStat	exonFrames
15	NM_001144770	chr6	-	56457986	56851916	56431761	56824547	95	56430743,56432887,56435802,56436321,56438834,56441738,56442639,56442884,56443862,56444815,56446629,56448905,56450101,56454806,56455439,56458068,56459860,56462246,56464983,56465690,56466766,56470135,56470612,56473836,56474276,56476753,56479199,56479423,56481285,56482398,56483953,56488206,56489954,56490257,56499117,56500249,56501597,56502204,56502730,56505100,56507878,56509535,56524940,56528101,56530075,56533050,56534064,56534894,56541225,56542612,56544856,56545503,56546435,56551570,56564938,56566419,56570496,56571232,56572825,56583183,56584264,56587112,56597286,56597913,56599960,56600755,56602006,56603001,56603967,56604639,56605610,56606888,56607218,56607557,56608345,56609313,56612015,56612206,56612452,56612685,56612899,56614703,56615166,56618622,56618843,56621326,56623682,56623888,56643397,56672409,56674644,56677036,56707984,56824153,56824544,	56432024,56433011,56435913,56436521,56438952,56441756,56442714,56443039,56444025,56444979,56446759,56449094,56450245,56454935,56455634,56458228,56460030,56462366,56465190,56465846,56466937,56470264,56470810,56473992,56474450,56476855,56479301,56479546,56481512,56482630,56484157,56488425,56490062,56490377,56499324,56500491,56501682,56502531,56502890,56505267,56508049,56509697,56526412,56528597,56530275,56533180,56534306,56534957,56541352,56542769,56545023,56545821,56546644,56551694,56565115,56566950,56570763,56571466,56572978,56583319,56584353,56587241,56597385,56598021,56600044,56600918,56602200,56603140,56604146,56604797,56605794,56607015,56607373,56607710,56608471,56609409,56612120,56612368,56612530,56612814,56613362,56614858,56615260,56618750,56618939,56621446,56623789,56624001,56643564,56672502,56674722,56677126,56708046,56824361,56824673,	0	DST	cmpl	cmpl	1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,1,0,0,
15	NM_001144769	chr6	-	56457986	56954615	56431761	56927344	97	56430743,56432887,56435802,56436321,56438834,56441738,56442639,56442884,56443862,56444815,56446629,56448905,56450101,56454806,56455439,56458068,56459860,56462246,56464983,56465690,56466766,56470135,56470612,56473836,56474276,56476753,56479199,56479423,56481285,56482398,56483953,56488206,56489954,56490257,56499117,56500249,56501597,56502204,56502730,56505100,56507878,56509535,56524940,56528101,56530075,56533050,56534064,56534894,56541225,56542612,56544856,56545503,56546435,56551570,56564938,56566419,56570496,56571232,56572825,56583183,56584264,56587112,56597286,56597913,56599960,56600755,56602006,56603001,56603967,56604639,56605610,56606888,56607218,56607557,56608345,56609313,56612015,56612206,56612452,56612685,56612899,56614703,56615166,56618622,56618843,56621326,56623682,56623888,56643397,56672409,56674644,56677036,56707984,56824153,56873177,56926541,56927163,	56432024,56433011,56435913,56436521,56438952,56441756,56442714,56443039,56444025,56444979,56446759,56449094,56450245,56454935,56455634,56458228,56460030,56462366,56465190,56465846,56466937,56470264,56470810,56473992,56474450,56476855,56479301,56479546,56481512,56482630,56484157,56488425,56490062,56490377,56499324,56500491,56501682,56502531,56502890,56505267,56508049,56509697,56526412,56528597,56530275,56533180,56534306,56534957,56541352,56542769,56545023,56545821,56546644,56551694,56565115,56566950,56570763,56571466,56572978,56583319,56584353,56587241,56597385,56598021,56600044,56600918,56602200,56603140,56604146,56604797,56605794,56607015,56607373,56607710,56608471,56609409,56612120,56612368,56612530,56612814,56613362,56614858,56615260,56618750,56618939,56621446,56623789,56624001,56643564,56672502,56674722,56677126,56708046,56824361,56873378,56926576,56927372,	0	DST	cmpl	cmpl	1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,0,
1019	NM_152731	chr6	+	56954974	57027344	56954567	56991305	7	56927731,56954467,56965134,56987889,56989963,56991177,56998838,	56928217,56954687,56965312,56988110,56990156,56991314,57000101,	0	BEND6	cmpl	cmpl	-1,0,0,1,0,1,-1,
1020	NM_020931	chr6	+	57046585	57055223	57019512	57027620	4	57019342,57020069,57023530,57025442,	57019533,57020153,57023611,57027980,	0	KIAA1586	cmpl	cmpl	0,0,0,0,
1020	NM_001031623	chr6	+	57090029	57170300	57063010	57141226	15	57062786,57063567,57071817,57097490,57101485,57105798,57107500,57114058,57114704,57119846,57123475,57124977,57126617,57133840,57141179,	57063031,57063651,57071898,57097616,57101597,57105949,57107627,57114212,57114852,57121450,57123619,57125108,57126804,57133909,57143057,	0	ZNF451	cmpl	cmpl	0,0,0,0,0,1,2,0,1,2,1,1,0,1,1,
1020	NM_015555	chr6	+	57090029	57170300	57063010	57141226	14	57062786,57063567,57071817,57097490,57101485,57105798,57107500,57114058,57114704,57119846,57124977,57126617,57133840,57141179,	57063031,57063651,57071898,57097616,57101597,57105949,57107627,57114212,57114852,57121450,57125108,57126804,57133909,57143057,	0	ZNF451	cmpl	cmpl	0,0,0,0,0,1,2,0,1,2,1,0,1,1,
127	NM_004282	chr6	+	57172305	57185212	57145454	57156947	3	57145062,57154788,57156534,	57145567,57154898,57157969,	0	BAG2	cmpl	cmpl	0,2,1,
1021	NM_183227	chr6	-	57188783	57221459	57163217	57183137	7	57161540,57166598,57167526,57169206,57180384,57182982,57194075,	57163357,57166691,57167609,57169363,57180470,57183202,57194216,	0	RAB23	cmpl	cmpl	1,1,2,1,2,0,-1,
1021	NM_016277	chr6	-	57188783	57222280	57163217	57183137	7	57161540,57166598,57167526,57169206,57180384,57182982,57194482,	57163357,57166691,57167609,57169363,57180470,57183202,57195037,	0	RAB23	cmpl	cmpl	1,1,2,1,2,0,-1,
127	NM_000947	chr6	+	57317623	60545629	57291202	57620661	15	57290380,57291193,57293213,57296957,57298681,57352657,57354787,57480246,57501070,57506090,57575038,57580317,57606925,57620430,57620755,	57290458,57291356,57293317,57297037,57298802,57352753,57354925,57480314,57501143,57506276,57575165,57580400,57606994,57620746,57621335,	0	PRIM2	cmpl	cmpl	-1,0,1,0,2,0,0,0,2,0,0,1,0,0,-1,
1030	NR_003660	chr6	-	57919880	57961446	58395683	58395683	7	58354117,58358653,58360662,58364340,58393264,58395388,58395557,	58354156,58358828,58360747,58364528,58393348,58395461,58395683,	0	GUSBL2	unk	unk	-1,-1,-1,-1,-1,-1,-1,
16	NM_152688	chr6	-	61679959	62286195	62448826	63053812	9	62447823,62465058,62500545,62662498,62669107,62745929,62815741,62945048,63053721,	62448924,62465117,62500628,62662697,62669235,62746076,62815858,62945176,63054059,	0	KHDRBS2	cmpl	cmpl	1,2,0,2,0,0,0,1,0,
1073	NM_001143940	chr6	-	63275951	63319977	64048366	64087807	5	64043815,64048885,64053450,64062776,64087777,	64048464,64049084,64053617,64062909,64087841,	0	LGSN	cmpl	cmpl	1,0,1,0,0,
1073	NM_016571	chr6	-	63275951	63319977	64047884	64087807	4	64043815,64053450,64062776,64087777,	64049084,64053617,64062909,64087841,	0	LGSN	cmpl	cmpl	0,1,0,0,
1075	NM_003463	chr6	+	63572014	63583584	64344744	64348038	6	64339878,64344299,64346300,64346761,64347120,64347920,	64340583,64344849,64346393,64346892,64347195,64351448,	0	PTP4A1	cmpl	cmpl	-1,0,0,0,2,2,
1076	NM_015153	chr6	+	63646525	63714509	64414415	64481563	15	64414389,64447859,64451988,64459585,64462429,64466071,64466297,64468198,64470356,64471384,64473877,64474577,64477005,64479021,64479440,	64414659,64448021,64453771,64459892,64462613,64466216,64466454,64468315,64470488,64471520,64474073,64474725,64477095,64479217,64482364,	0	PHF3	cmpl	cmpl	0,1,1,2,0,1,2,0,0,0,1,2,0,0,1,
136	NM_198283	chr6	-	65334912	65579804	66101574	66262024	10	66101526,66110651,66120071,66150999,66169091,66171787,66257207,66261276,66262472,66346353,	66101760,66110791,66120231,66151114,66169219,66171981,66257321,66262221,66262607,66346418,	0	EYS	cmpl	cmpl	0,1,0,2,0,1,1,0,-1,-1,
16	NM_001142800	chr6	-	63719979	65707225	64488450	66262024	43	64487834,64494370,64530312,64545857,64555956,64556909,64574041,64632037,64752234,64766926,64834189,64849707,64998443,65074821,65155339,65202787,65205775,65356836,65359730,65384031,65392734,65579991,65588258,65589264,65653310,65668726,65669017,65679097,65712406,65764195,65824227,66062476,66101593,66110651,66120071,66150999,66169091,66171787,66257207,66261276,66262472,66406391,66473748,	64489652,64494532,64530485,64546032,64556101,64557076,64574224,64632210,64752455,64767035,64834343,64849854,64998676,65074937,65155454,65202879,65205966,65358603,65359923,65384147,65392859,65580191,65588337,65589436,65653456,65668834,65669114,65679357,65712528,65764317,65824341,66062733,66101760,66110791,66120231,66151114,66169219,66171981,66257321,66262221,66262607,66406506,66473839,	0	EYS	cmpl	cmpl	1,1,2,1,0,1,1,2,0,2,1,1,2,0,2,0,1,1,0,1,2,0,2,1,2,2,1,2,0,1,1,2,0,1,0,2,0,1,1,0,-1,-1,-1,
136	NM_001142801	chr6	-	65329277	65707225	66098937	66262024	12	66095891,66101593,66110651,66120071,66150999,66169091,66171787,66257207,66261276,66262472,66406391,66473748,	66099031,66101760,66110791,66120231,66151114,66169219,66171981,66257321,66262221,66262607,66406506,66473839,	0	EYS	cmpl	cmpl	2,0,1,0,2,0,1,1,0,-1,-1,-1,
1092	NR_026540	chr6	+	65787878	65789482	66556096	66556096	1	66554492,	66556096,	0	MCART3P	unk	unk	-1,
139	NM_001704	chr6	+	68635739	69389511	69405288	70155504	32	69402352,69404003,69405273,69697171,69703131,69710442,69722636,69723257,69741375,69741846,69760380,69780650,69785003,69814797,69815883,69829546,69842607,69999902,70001644,70005736,70091484,70094432,70097118,70099535,70105528,70105945,70120845,70122433,70127481,70139018,70149443,70155315,	69402613,69404175,69406045,69697282,69703293,69710607,69722801,69723422,69741477,69741953,69760575,69780719,69785112,69814947,69815959,69829649,69842651,70000029,70001748,70005839,70091635,70094502,70097185,70099621,70105627,70106117,70120941,70122473,70128125,70139054,70149548,70156124,	0	BAI3	cmpl	cmpl	-1,-1,0,1,1,1,1,1,1,1,0,0,0,1,1,2,0,2,0,2,0,1,2,0,2,2,0,0,1,0,0,0,
140	NM_018368	chr6	-	69675856	69796996	70442770	70563494	16	70442469,70443062,70464175,70465655,70467377,70468055,70468501,70480257,70485568,70504554,70508401,70515953,70518871,70547106,70556908,70563425,	70442884,70443154,70464254,70465805,70467482,70468158,70468566,70480410,70485694,70504628,70508490,70516021,70518969,70547167,70557085,70563609,	0	LMBRD1	cmpl	cmpl	0,1,0,0,0,2,0,0,0,1,2,0,1,0,0,0,
140	NM_001858	chr6	+	69866555	70212454	70646180	70973699	51	70633168,70646148,70665560,70666851,70694521,70696037,70699395,70703397,70704650,70726608,70729438,70790239,70800857,70802516,70835035,70868781,70888492,70896794,70904297,70907566,70908505,70908635,70909379,70910822,70911530,70913271,70913424,70916316,70916463,70916604,70918009,70922739,70922928,70923282,70928512,70929955,70932553,70934637,70934783,70935267,70938576,70943132,70946924,70947073,70951315,70951483,70954499,70956739,70966032,70973325,70973571,	70633253,70646271,70665635,70666951,70694645,70696313,70699476,70703523,70704713,70726653,70729483,70790293,70800911,70802552,70835089,70868835,70888555,70896836,70904360,70907602,70908541,70908689,70909433,70910876,70911620,70913316,70913502,70916352,70916517,70916658,70918051,70922844,70922982,70923336,70928566,70930009,70932598,70934688,70934828,70935294,70938630,70943177,70946969,70947136,70951351,70951528,70954670,70956806,70966161,70973403,70978878,	0	COL19A1	cmpl	cmpl	-1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
140	NM_078485	chr6	-	70216039	70283208	70983320	71049476	32	70982463,70992355,70999006,71000962,71001217,71005677,71007112,71007842,71008387,71009085,71018543,71018685,71019808,71020899,71021386,71021573,71021760,71023191,71027080,71029667,71033140,71035227,71036056,71036737,71038078,71038488,71040470,71041142,71047235,71047427,71047813,71049404,	70983505,70992433,70999195,71001017,71001364,71005710,71007157,71007878,71008459,71009139,71018597,71018739,71019853,71020953,71021440,71021627,71021814,71023245,71027134,71029721,71033194,71035284,71036089,71036791,71038132,71038512,71040506,71041196,71047298,71047463,71047888,71049632,	0	COL9A1	cmpl	cmpl	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140	NM_001851	chr6	-	70216039	70303083	70983320	71069348	38	70982463,70992355,70999006,71000962,71001217,71005677,71007112,71007842,71008387,71009085,71018543,71018685,71019808,71020899,71021386,71021573,71021760,71023191,71027080,71029667,71033140,71035227,71036056,71036737,71038078,71038488,71040470,71041142,71047235,71047427,71047813,71049321,71050160,71060590,71066466,71066732,71068424,71069334,	70983505,70992433,70999195,71001017,71001364,71005710,71007157,71007878,71008459,71009139,71018597,71018739,71019853,71020953,71021440,71021627,71021814,71023245,71027134,71029721,71033194,71035284,71036089,71036791,71038132,71038512,71040506,71041196,71047298,71047463,71047888,71049342,71050244,71060987,71066599,71066810,71068498,71069507,	0	COL9A1	cmpl	cmpl	1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,
17	NM_001105531	chr6	+	70413403	70561172	71194766	71326345	22	71179827,71181714,71192862,71194727,71218915,71241833,71242086,71243582,71247324,71248424,71257457,71269059,71288936,71290390,71291354,71294715,71299583,71300180,71302683,71304714,71323173,71326139,	71180126,71181800,71192956,71194843,71218995,71241973,71242157,71243756,71247451,71248578,71257507,71269215,71289010,71290545,71293122,71294876,71299675,71300278,71302835,71304825,71323287,71327596,	0	FAM135A	cmpl	cmpl	-1,-1,-1,0,2,1,0,2,2,0,1,0,0,2,1,2,1,0,2,1,1,1,
17	NM_020819	chr6	+	70413403	70561172	71194766	71326345	21	71179827,71192862,71194727,71241882,71242086,71243582,71247324,71248424,71252590,71257457,71269059,71288936,71290390,71291354,71294715,71299583,71300180,71302683,71304714,71323173,71326139,	71180126,71192956,71194843,71241973,71242157,71243756,71247451,71248578,71252668,71257507,71269215,71289010,71290545,71293122,71294876,71299675,71300278,71302835,71304825,71323287,71327596,	0	FAM135A	cmpl	cmpl	-1,-1,0,2,0,2,2,0,1,1,0,0,2,1,2,1,0,2,1,1,1,
1129	NM_145267	chr6	+	70566921	70588903	71333364	71355148	3	71333345,71345837,71355038,	71333428,71345990,71355327,	0	C6orf57	cmpl	cmpl	0,1,1,
141	NM_001044305	chr6	+	70667775	70862013	71434447	71626758	11	71434199,71498801,71521403,71539773,71558112,71565080,71603364,71618963,71623282,71624345,71626623,	71434565,71498935,71521489,71539849,71558193,71565161,71603452,71619088,71623454,71624653,71628437,	0	SMAP1	cmpl	cmpl	0,1,0,2,0,0,0,1,0,1,0,
141	NM_021940	chr6	+	70667775	70862013	71434447	71626758	10	71434199,71498801,71521403,71539773,71565080,71603364,71618963,71623282,71624345,71626623,	71434565,71498935,71521489,71539849,71565161,71603452,71619088,71623454,71624653,71628437,	0	SMAP1	cmpl	cmpl	0,1,0,2,0,0,1,0,1,0,
141	NM_080742	chr6	-	70861365	70957085	71628086	71722853	4	71627789,71628253,71660551,71722262,	71628173,71628402,71660696,71723509,	0	B3GAT2	cmpl	cmpl	0,1,0,0,
1134	NM_024576	chr6	+	71288773	71302270	72055360	72068473	7	72055197,72059716,72059956,72062740,72062918,72063095,72067809,	72055594,72059803,72060035,72062819,72062985,72063241,72068694,	0	OGFRL1	cmpl	cmpl	0,0,0,1,2,0,2,
1135	NR_026807	chr6	-	71414445	71420745	72187169	72187169	4	72180869,72183743,72185112,72186489,	72182983,72183816,72185178,72187169,	0	C6orf155	unk	unk	-1,-1,-1,-1,
142	NM_014989	chr6	+	71886946	72402806	72653447	73167137	34	72653370,72735406,72863372,72866398,72945998,72948707,73000196,73002041,73004246,73008737,73012238,73014438,73016753,73017344,73017638,73019184,73024548,73025409,73027128,73031398,73031813,73032383,73040772,73050470,73057102,73058357,73073681,73079929,73100023,73157020,73159120,73164671,73165377,73166918,	72653611,72735487,72863586,72866410,72946339,72949573,73000264,73002152,73004346,73008861,73012285,73014551,73016884,73017516,73017792,73019256,73024705,73025535,73027191,73031476,73031927,73032473,73040856,73050542,73057285,73058470,73073794,73080096,73100259,73157159,73159233,73164773,73165517,73169229,	0	RIMS1	cmpl	cmpl	0,2,2,0,0,2,1,0,0,1,2,1,0,2,0,1,1,2,2,2,2,2,2,2,2,2,1,0,2,1,2,1,1,0,
17	NM_019842	chr6	+	72622106	73195857	73388638	73961858	14	73388555,73770351,73808379,73843765,73844205,73871700,73877751,73886926,73890929,73899864,73936189,73957016,73959008,73960895,	73389036,73770442,73808506,73843941,73844331,73871811,73877847,73887021,73890956,73900085,73936298,73957148,73959135,73962301,	0	KCNQ5	cmpl	cmpl	0,2,0,1,0,0,0,0,2,2,1,2,2,0,
1149	NM_001126063	chr6	-	73223545	73225452	73990191	73991852	3	73989989,73990609,73991740,	73990283,73990792,73991896,	0	LOC100129128	cmpl	cmpl	1,1,0,
1149	NM_030568	chr6	-	73241314	73263184	74007972	74008961	4	74007758,74008498,74008849,74029217,	74008172,74008681,74008974,74029628,	0	KHDC1	cmpl	cmpl	1,1,0,-1,
143	NR_027005	chr6	-	73274138	73310365	74076809	74076809	5	74040582,74041852,74058441,74075995,74076749,	74041598,74042000,74058484,74076172,74076809,	0	C6orf147	unk	unk	-1,-1,-1,-1,-1,
1150	NM_001025290	chr6	-	73353063	73354230	74119763	74120669	3	74119507,74120296,74120557,	74119822,74120476,74120674,	0	DPPA5	cmpl	cmpl	1,1,0,
1150	NM_001017361	chr6	+	73362676	73364175	74129173	74130304	3	74129120,74129538,74129999,	74129342,74129718,74130619,	0	C6orf221	cmpl	cmpl	0,1,1,
1150	NM_001080507	chr6	-	73368556	73369792	74135227	74136236	3	74135000,74135649,74136046,	74135307,74135829,74136236,	0	OOEP	cmpl	cmpl	1,1,0,
1150	NM_018665	chr6	+	73394561	73417559	74161349	74182670	17	74161005,74164132,74166677,74168302,74171133,74172122,74172807,74173948,74174403,74175691,74178648,74180101,74180413,74180991,74181940,74182556,74183630,	74161599,74164188,74166807,74168434,74171215,74172279,74172926,74174059,74174545,74175792,74178736,74180229,74180523,74181130,74182028,74182695,74184003,	0	DDX43	cmpl	cmpl	0,1,0,1,1,2,0,2,2,0,2,0,2,1,2,0,-1,
1151	NM_138441	chr6	-	73425132	73452320	74191670	74218625	5	74191576,74195152,74206652,74211971,74217968,	74192022,74195255,74206889,74212191,74218764,	0	C6orf150	cmpl	cmpl	2,1,1,0,0,
1151	NM_133645	chr6	+	73461730	73501456	74228298	74267179	13	74228174,74232652,74232932,74239808,74246175,74246379,74246736,74247118,74248483,74248892,74258677,74264179,74267017,	74228515,74232852,74233050,74240098,74246288,74246570,74246811,74247249,74248688,74249064,74258796,74264340,74267900,	0	MTO1	cmpl	cmpl	0,1,0,1,0,2,1,1,0,1,2,1,0,
1151	NM_001123226	chr6	+	73461730	73501456	74228298	74267179	13	74228174,74232652,74232932,74239808,74246175,74246379,74247118,74247440,74248483,74248892,74258677,74264179,74267017,	74228515,74232852,74233050,74240098,74246288,74246570,74247249,74247560,74248688,74249064,74258796,74264340,74267900,	0	MTO1	cmpl	cmpl	0,1,0,1,0,2,1,0,0,1,2,1,0,
1151	NM_012123	chr6	+	73461730	73501456	74228298	74267179	12	74228174,74232652,74232932,74239808,74246175,74246379,74247118,74248483,74248892,74258677,74264179,74267017,	74228515,74232852,74233050,74240098,74246288,74246570,74247249,74248688,74249064,74258796,74264340,74267900,	0	MTO1	cmpl	cmpl	0,1,0,1,0,2,1,0,1,2,1,0,
1151	NM_001402	chr6	-	73515749	73521032	74284253	74286470	8	74282193,74284473,74284797,74285141,74285375,74285780,74286326,74287443,	74284378,74284708,74285054,74285292,74285672,74285960,74286500,74287476,	0	EEF1A1	cmpl	cmpl	1,0,1,0,0,0,0,-1,
1152	NM_012434	chr6	-	73593378	73654014	74361520	74420330	11	74359822,74366794,74376843,74381758,74388247,74401825,74403064,74404855,74408134,74410850,74420236,	74361658,74366885,74376991,74381891,74388406,74401944,74403151,74404943,74408368,74411047,74420458,	0	SLC17A5	cmpl	cmpl	0,2,1,0,0,1,1,0,0,1,0,
144	NM_133493	chr6	+	73695790	73828316	74462659	74590077	33	74462234,74463843,74489694,74496787,74502826,74523086,74525387,74528827,74529184,74530019,74532373,74533202,74533391,74534498,74537872,74546867,74547702,74549057,74550150,74551807,74553677,74554911,74559069,74569663,74573287,74574526,74576427,74577435,74578648,74581424,74584831,74586904,74589901,	74462733,74464016,74489723,74497018,74502952,74523126,74525472,74528924,74529326,74530129,74532598,74533304,74533454,74534675,74538025,74546942,74547763,74549199,74550268,74551921,74553896,74555056,74559246,74569745,74573516,74574692,74576618,74577591,74578714,74581567,74584979,74587007,74594760,	0	CD109	cmpl	cmpl	0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0,1,0,0,0,2,0,1,
145	NM_004370	chr6	-	75084325	75205907	75852982	75969228	66	75850761,75854012,75855541,75856545,75857758,75857925,75861543,75863688,75868035,75868434,75869032,75870192,75871641,75872854,75875453,75879639,75880037,75882219,75882454,75883817,75885478,75885785,75887737,75889765,75890383,75890690,75891562,75892786,75894731,75896526,75897287,75898375,75899728,75900293,75901161,75903872,75904755,75904883,75905257,75908467,75909683,75911761,75912537,75914110,75914793,75917576,75918302,75918566,75918768,75920851,75922097,75922692,75931942,75941473,75944098,75947374,75949485,75950289,75954797,75955652,75955987,75958136,75958647,75961266,75969155,75972212,	75852993,75854183,75855610,75856734,75857825,75857961,75861615,75863742,75868089,75868488,75869128,75870246,75871728,75872932,75875603,75879749,75880180,75882358,75882493,75883982,75885622,75885909,75887877,75889840,75890530,75890807,75891709,75892906,75894861,75896669,75897417,75898518,75899858,75900433,75901291,75904015,75904776,75905016,75905397,75908593,75909824,75911891,75912680,75914240,75914933,75917723,75918467,75918686,75918918,75920973,75922290,75922959,75932215,75941746,75944371,75947647,75950088,75950580,75954971,75955817,75956251,75958196,75958791,75961383,75969263,75972343,	0	COL12A1	cmpl	cmpl	1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,
145	NM_080645	chr6	-	75084325	75205907	75852982	75969228	51	75850761,75854012,75855541,75856545,75857758,75857925,75861543,75863688,75868035,75868434,75869032,75870192,75871641,75872854,75875453,75879639,75880037,75882219,75882454,75883817,75885478,75885785,75887737,75889765,75890383,75890690,75891562,75892786,75894731,75896526,75897287,75898375,75899728,75900293,75901161,75903872,75904755,75904883,75905257,75908467,75909683,75911761,75912537,75914110,75914793,75917576,75918302,75918566,75918768,75969155,75972212,	75852993,75854183,75855610,75856734,75857825,75857961,75861615,75863742,75868089,75868488,75869128,75870246,75871728,75872932,75875603,75879749,75880180,75882358,75882493,75883982,75885622,75885909,75887877,75889840,75890530,75890807,75891709,75892906,75894861,75896669,75897417,75898518,75899858,75900433,75901291,75904015,75904776,75905016,75905397,75908593,75909824,75911891,75912680,75914240,75914933,75917723,75918467,75918686,75918918,75969263,75972343,	0	COL12A1	cmpl	cmpl	1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,-1,
1164	NM_001865	chr6	-	75237786	75243809	76004365	76010170	4	76004222,76006736,76007611,76010152,	76004424,76006821,76007701,76010245,	0	COX7A2	cmpl	cmpl	1,0,0,0,
145	NM_001143958	chr6	-	75252921	75284916	76022537	76051074	6	76019357,76025215,76025782,76027259,76031666,76050837,	76022731,76025422,76025926,76027347,76031774,76051352,	0	TMEM30A	cmpl	cmpl	1,1,1,0,0,0,
145	NM_018247	chr6	-	75252921	75284916	76022537	76051074	7	76019357,76025215,76025782,76027259,76031666,76034076,76050837,	76022731,76025422,76025926,76027347,76031774,76034184,76051352,	0	TMEM30A	cmpl	cmpl	1,1,1,0,0,0,0,
145	NM_015687	chr6	-	75308083	75493780	76075126	76181408	6	76074519,76078832,76119974,76129179,76181132,76259849,	76075333,76081638,76120153,76129353,76181414,76260216,	0	FILIP1	cmpl	cmpl	0,2,0,0,0,-1,
145	NM_015571	chr6	+	75601905	75718278	76368960	76482030	24	76368341,76387967,76390335,76400016,76401142,76407119,76414166,76425697,76429656,76433147,76436988,76441870,76442295,76443465,76445018,76445246,76462239,76463860,76469080,76475962,76477763,76479948,76480110,76481820,	76369012,76388061,76390396,76400162,76401247,76407140,76414237,76425843,76429954,76433377,76437156,76441904,76442490,76443692,76445128,76445363,76462359,76463953,76469508,76476066,76477852,76480017,76480261,76484714,	0	SENP6	cmpl	cmpl	0,1,2,0,2,2,2,1,0,1,0,0,1,1,0,2,2,2,2,1,0,2,2,0,
145	NM_001100409	chr6	+	75601905	75718278	76368960	76482030	23	76368341,76387967,76390335,76400016,76401142,76414166,76425697,76429656,76433147,76436988,76441870,76442295,76443465,76445018,76445246,76462239,76463860,76469080,76475962,76477763,76479948,76480110,76481820,	76369012,76388061,76390396,76400162,76401247,76414237,76425843,76429954,76433377,76437156,76441904,76442490,76443692,76445128,76445363,76462359,76463953,76469508,76476066,76477852,76480017,76480261,76484714,	0	SENP6	cmpl	cmpl	0,1,2,0,2,2,1,0,1,0,0,1,1,0,2,2,2,2,1,0,2,2,0,
18	NM_004999	chr6	+	75749191	75919537	76583984	76681449	35	76515628,76583937,76589218,76594976,76596852,76599278,76602337,76607021,76607650,76611333,76614787,76621575,76623533,76625338,76627459,76629032,76632962,76633368,76637083,76639643,76646256,76646479,76648125,76652440,76653280,76656493,76657664,76658966,76661667,76664809,76674041,76674932,76678108,76680499,76681249,	76515860,76584101,76589288,76595050,76596982,76599384,76602393,76607119,76607815,76611414,76614968,76621720,76623691,76625430,76627532,76629160,76633058,76633542,76637122,76639737,76646387,76646557,76648255,76652531,76653431,76656702,76657743,76659127,76661697,76664848,76674145,76675064,76678135,76680718,76685974,	0	MYO6	cmpl	cmpl	-1,0,0,1,0,1,2,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,1,2,0,2,0,2,2,2,1,1,1,1,
146	NM_001563	chr6	-	75921344	76072618	76688525	76838925	17	76687781,76690070,76697389,76713750,76716998,76769354,76770310,76771723,76773916,76777602,76785154,76788552,76791630,76800751,76801057,76808329,76838858,	76688603,76690143,76697588,76713970,76717531,76769433,76770387,76771971,76773937,76777661,76785295,76788656,76791695,76800780,76801224,76808563,76839055,	0	IMPG1	cmpl	cmpl	0,2,1,0,1,0,1,2,2,0,0,1,2,0,1,1,0,
1181	NM_000863	chr6	-	77462230	77463403	78228666	78229839	1	78228666,	78229839,	0	HTR1B	cmpl	cmpl	0,
1192	NM_001010844	chr6	+	78867471	78898603	79634012	79664770	4	79633907,79651813,79664264,79664499,	79634327,79651879,79664395,79665039,	0	IRAK1BP1	cmpl	cmpl	0,0,0,2,
