599	NR_033823	chr6_qbl_hap2	+	1841472	1861454	1861454	1861454	11	1841472,1842090,1842266,1842481,1842662,1842959,1855007,1855165,1856806,1860525,1860697,	1841623,1842151,1842358,1842542,1842776,1843061,1855053,1855234,1856878,1860605,1861454,	0	ATAT1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
838	NM_001163771	chr6	-	33262199	33268223	33262306	33267995	5	33262199,33264116,33264732,33265074,33267913,	33262573,33264279,33264943,33265224,33268223,	0	COL11A2	cmpl	cmpl	0,2,1,1,0,
795	NM_001318891	chr6	-	27526499	27548876	27527060	27548052	6	27526499,27532583,27533040,27543610,27548045,27548486,	27529018,27532679,27533167,27543678,27548191,27548876,	0	ZNF184	cmpl	cmpl	1,1,0,1,0,-1,
827	NM_002441	chr6	+	31815703	31838434	31816222	31838287	25	31815703,31816209,31816918,31818632,31818863,31819659,31819945,31820301,31820992,31823142,31829056,31829322,31833920,31834303,31834521,31834852,31835180,31835541,31835845,31836445,31836943,31837227,31837573,31837867,31838175,	31815976,31816369,31817042,31818713,31818926,31819781,31820055,31820337,31821075,31823188,31829195,31829385,31834049,31834376,31834631,31834933,31835268,31835731,31835972,31836595,31837018,31837371,31837711,31837941,31838434,	0	MSH5	cmpl	cmpl	-1,0,0,1,1,1,0,2,2,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0,2,
609	NM_002441	chr6_cox_hap1	+	3153840	3176548	3154359	3176401	25	3153840,3154346,3155055,3156754,3156985,3157781,3158067,3158423,3159111,3161262,3167178,3167444,3172034,3172417,3172635,3172966,3173294,3173655,3173959,3174559,3175057,3175341,3175687,3175981,3176289,	3154113,3154506,3155179,3156835,3157048,3157903,3158177,3158459,3159194,3161308,3167317,3167507,3172163,3172490,3172745,3173047,3173382,3173845,3174086,3174709,3175132,3175485,3175825,3176055,3176548,	0	MSH5	cmpl	cmpl	-1,0,0,1,1,1,0,2,2,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0,2,
192	NR_026876	chr6	-	125271087	125325872	125325872	125325872	7	125271087,125283032,125294540,125297852,125308143,125310775,125325667,	125275704,125283093,125294583,125297962,125308284,125310943,125325872,	0	RNF217-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,
802	NR_133669	chr6	-	28454576	28459195	28459195	28459195	3	28454576,28457946,28459019,	28456627,28458365,28459195,	0	ZSCAN12	unk	unk	-1,-1,-1,
1195	NM_001318886	chr6	-	79967680	80001174	79968123	80000996	7	79967680,79968504,79968711,79970015,79974982,79981407,80000981,	79968162,79968591,79968825,79970066,79975012,79981458,80001174,	0	HMGN3	cmpl	cmpl	0,0,0,0,0,0,0,
1195	NM_001318887	chr6	-	79967680	80001174	79968459	80000996	6	79967680,79968711,79970015,79974982,79981407,80000981,	79968591,79968825,79970066,79975012,79981458,80001174,	0	HMGN3	cmpl	cmpl	0,0,0,0,0,0,
1195	NM_001318888	chr6	-	79967680	80001174	79968123	80000996	5	79967680,79970015,79974982,79981407,80000981,	79968162,79970066,79975012,79981458,80001174,	0	HMGN3	cmpl	cmpl	0,0,0,0,0,
9	NM_001500	chr6	-	1569033	2190867	1569402	2190655	11	1569033,1569705,1671648,1687700,1875335,1905099,1906006,2061003,2062701,2069919,2190553,	1569465,1569774,1671745,1687819,1875463,1905204,1906199,2061113,2062789,2069964,2190867,	0	GMDS	cmpl	cmpl	0,0,2,0,1,1,0,1,0,0,0,
825	NR_148222	chr6	-	31470044	31476226	31476226	31476226	2	31470044,31475809,	31470973,31476226,	0	MICA-AS1	unk	unk	-1,-1,
940	NR_125837	chr6	+	46567747	46609176	46609176	46609176	3	46567747,46605912,46608083,	46567823,46606087,46609176,	0	LOC101926898	unk	unk	-1,-1,-1,
726	NM_182757	chr6	+	18495559	18577084	18507744	18573277	8	18495559,18507708,18535790,18547893,18565364,18567816,18571500,18573136,	18495840,18507909,18535895,18547954,18565569,18567961,18571590,18577084,	0	RNF144B	cmpl	cmpl	-1,0,0,0,1,2,0,0,
899	NM_024807	chr6	-	41265464	41276903	41268142	41276724	5	41265464,41268516,41270140,41273824,41276669,	41268222,41268617,41270549,41274145,41276903,	0	TREML2	cmpl	cmpl	1,2,1,1,0,
606	NM_033177	chr6_qbl_hap2	-	2876589	2880769	2877631	2879845	3	2876589,2879219,2880207,	2878076,2879944,2880769,	0	GPANK1	cmpl	cmpl	2,0,-1,
827	NM_033177	chr6	-	31736984	31741158	31738021	31740234	3	31736984,31739608,31740596,	31738466,31740333,31741158,	0	GPANK1	cmpl	cmpl	2,0,-1,
608	NM_033177	chr6_cox_hap1	-	3075131	3079306	3076168	3078382	3	3075131,3077756,3078744,	3076613,3078481,3079306,	0	GPANK1	cmpl	cmpl	2,0,-1,
109	NM_052893	chr6	-	38244204	38715902	38250738	38673848	12	38244204,38268272,38332162,38364025,38420737,38653353,38655971,38668329,38669717,38673663,38688587,38715553,	38250936,38268351,38332270,38364215,38420847,38653473,38656191,38668594,38670081,38673875,38688787,38715902,	0	BTBD9	cmpl	cmpl	0,2,2,1,2,2,1,0,2,0,-1,-1,
987	NM_145740	chr6	-	52764136	52776724	52764614	52772024	7	52764136,52765612,52766881,52768938,52770342,52771937,52776541,	52764737,52765744,52767023,52769071,52770394,52772054,52776724,	0	GSTA1	cmpl	cmpl	0,0,2,1,0,0,-1,
224	NM_032861	chr6	-	158450523	158509300	158452385	158499383	17	158450523,158454468,158455808,158457204,158458746,158460048,158461444,158469127,158471392,158484075,158485318,158487801,158489884,158491472,158496334,158499292,158509159,	158452522,158454612,158455991,158457302,158458841,158460190,158461595,158469290,158471506,158484204,158485440,158487933,158489974,158491609,158496371,158499384,158509300,	0	SERAC1	cmpl	cmpl	1,1,1,2,0,2,1,0,0,0,1,1,1,2,1,0,-1,
1685	NM_032860	chr6	+	144206102	144226642	144206307	144226357	11	144206102,144207315,144208880,144212960,144220132,144220581,144223255,144224933,144225673,144225915,144226246,	144206310,144207447,144209054,144213048,144220274,144220837,144223383,144225073,144225726,144226116,144226642,	0	LTV1	cmpl	cmpl	0,0,0,0,1,2,0,2,1,0,0,
604	NR_106951	chr6_qbl_hap2	-	2570453	2570557	2570557	2570557	2	2570453,2570507,	2570496,2570557,	0	MIR6891	unk	unk	-1,-1,
141	NM_001281440	chr6	+	71434953	71628437	71435052	71626758	11	71434953,71498801,71521403,71539773,71558112,71565080,71603364,71618963,71623282,71624345,71626623,	71435140,71498935,71521489,71539849,71558193,71565161,71603452,71619088,71623454,71624653,71628437,	0	SMAP1	cmpl	cmpl	0,1,0,2,0,0,0,1,0,1,0,
141	NM_001281439	chr6	+	71434194	71628437	71434447	71626658	11	71434194,71498801,71521403,71539773,71565080,71603364,71618963,71623282,71624345,71625752,71626623,	71434565,71498935,71521489,71539849,71565161,71603452,71619088,71623454,71624653,71625840,71628437,	0	SMAP1	cmpl	cmpl	0,1,0,2,0,0,1,0,1,0,1,
112	NM_001199509	chr6	+	41411505	41426603	41411592	41426419	6	41411505,41411802,41417509,41417715,41418633,41426393,	41411644,41412144,41417645,41417865,41418740,41426603,	0	NCR2	cmpl	cmpl	0,1,1,2,2,1,
784	NM_003538	chr6	+	26129885	26130257	26129885	26130197	1	26129885,	26130257,	0	HIST1H4A	cmpl	cmpl	0,
784	NM_003537	chr6	-	26139795	26140267	26139856	26140267	1	26139795,	26140267,	0	HIST1H3B	cmpl	cmpl	0,
200	NM_004100	chr6	+	133604187	133894951	133637611	133891636	20	133604187,133637546,133745222,133809460,133810941,133819386,133823944,133825165,133825451,133827609,133831396,133844293,133845862,133868936,133875551,133875708,133878151,133885886,133887984,133891555,	133604580,133637644,133745272,133809585,133811010,133819479,133824011,133825308,133825595,133827689,133831562,133844430,133845946,133869026,133875610,133875869,133878266,133886008,133888085,133894951,	0	EYA4	cmpl	cmpl	-1,0,0,2,1,1,1,2,1,1,0,1,0,0,0,2,1,2,1,0,
1129	NM_145267	chr6	+	71333345	71355327	71333364	71355148	3	71333345,71345837,71355038,	71333428,71345990,71355327,	0	SDHAF4	cmpl	cmpl	0,1,1,
869	NM_002648	chr6	+	37245899	37251182	37246329	37249845	6	37245899,37246526,37246734,37246878,37248749,37249687,	37246411,37246633,37246785,37247245,37248926,37251182,	0	PIM1	cmpl	cmpl	0,1,0,0,1,1,
110	NM_018322	chr6	-	39179816	39190940	39181185	39190843	2	39179816,39190636,	39181530,39190940,	0	SAYSD1	cmpl	cmpl	0,0,
125	NM_001287741	chr6	-	55407129	55551971	55408418	55551812	8	55407129,55412190,55468175,55471992,55486804,55514485,55514816,55551704,	55408520,55412316,55468364,55472056,55486953,55514593,55514897,55551971,	0	HMGCLL1	cmpl	cmpl	0,0,0,2,0,0,0,0,
1807	NM_002377	chr6	+	160247963	160249097	160247977	160248955	1	160247963,	160249097,	0	MAS1	cmpl	cmpl	0,
879	NR_144472	chr6	+	38557349	38558281	38558281	38558281	2	38557349,38557820,	38557540,38558281,	0	BTBD9-AS1	unk	unk	-1,-1,
1	NM_018561	chr6	-	41873360	41971077	41874392	41882699	7	41873360,41875545,41879521,41881343,41947279,41967509,41971039,	41874645,41875654,41879726,41882727,41947353,41967591,41971077,	0	USP49	cmpl	cmpl	2,1,0,0,-1,-1,-1,
594	NM_025236	chr6_qbl_hap2	-	1284968	1290549	1285808	1290487	4	1284968,1287854,1288153,1289920,	1286389,1287946,1288176,1290549,	0	RNF39	cmpl	cmpl	1,2,0,0,
1880	NM_001350624	chr6	-	169799779	169844084	169799951	169831026	14	169799779,169800296,169801106,169801471,169802683,169804324,169806186,169807506,169809156,169812589,169814275,169830837,169831147,169843571,	169800067,169800379,169801228,169801539,169802787,169804445,169806307,169807577,169809208,169812714,169814417,169831033,169831329,169844084,	0	WDR27	cmpl	cmpl	1,2,0,1,2,1,0,1,0,1,0,0,-1,-1,
814	NM_001278786	chr6	+	30136995	30140665	30137280	30140453	5	30136995,30137270,30137672,30137979,30140428,	30137169,30137425,30137773,30138089,30140665,	0	ZNRD1	cmpl	cmpl	-1,0,1,0,2,
687	NM_001318809	chr6	-	13374752	13436794	13413311	13435109	9	13374752,13413272,13414608,13415810,13424781,13429118,13433304,13434997,13436666,	13376046,13413398,13414738,13415956,13424919,13429306,13433385,13435117,13436794,	0	TBC1D7-LOC100130357	cmpl	cmpl	-1,0,2,0,0,1,1,0,-1,
1806	NM_001318817	chr6	+	160131467	160139451	160131609	160139141	4	160131467,160131961,160138308,160139073,	160131661,160132148,160138391,160139451,	0	MRPL18	cmpl	cmpl	0,1,2,1,
113	NM_001318819	chr6	+	42822673	42944276	42897738	42941162	14	42822673,42857554,42886021,42897733,42898511,42898650,42904208,42927807,42929353,42931571,42932806,42935977,42938225,42940374,	42822739,42857817,42886117,42897779,42898560,42898719,42905888,42927913,42929454,42931633,42932952,42936072,42938328,42944276,	0	BICRAL	cmpl	cmpl	-1,-1,-1,0,2,0,0,0,1,0,2,1,0,1,
1685	NM_001329953	chr6	+	144206102	144226642	144220411	144226357	11	144206102,144207315,144208880,144212960,144220132,144220581,144223255,144224933,144225673,144225915,144226246,	144206310,144207447,144209054,144213048,144220413,144220837,144223383,144225073,144225726,144226116,144226642,	0	LTV1	cmpl	cmpl	-1,-1,-1,-1,0,2,0,2,1,0,0,
88	NM_013262	chr6	+	16237295	16256457	16237532	16254961	7	16237295,16238766,16249834,16251229,16251908,16253106,16254871,	16237619,16238957,16250020,16251427,16252073,16253527,16256457,	0	MYLIP	cmpl	cmpl	0,0,2,2,2,2,0,
232	NM_001318938	chr6	-	166742841	166878168	166746239	166864740	21	166742841,166747271,166751702,166753359,166756733,166763930,166765878,166782201,166784580,166792926,166803318,166822310,166824148,166831985,166834364,166837983,166841680,166843754,166864709,166872145,166878077,	166746365,166747409,166751820,166753436,166756895,166764089,166765968,166782327,166784711,166793029,166803383,166822399,166824219,166832128,166834402,166838090,166841760,166843835,166864791,166872262,166878168,	0	RPS6KA2	cmpl	cmpl	0,0,2,0,0,0,0,0,1,0,1,2,0,1,2,0,1,1,0,-1,-1,
602	NM_013993	chr6_cox_hap1	+	2300931	2316540	2305111	2315680	19	2300931,2302006,2305069,2305289,2305583,2307354,2307761,2308385,2308679,2309451,2309655,2310889,2311787,2313004,2313397,2313762,2314456,2315271,2315539,	2301092,2302062,2305196,2305392,2305812,2307502,2307861,2308572,2308926,2309547,2309807,2311055,2311898,2313249,2313525,2313981,2314691,2315421,2316540,	0	DDR1	cmpl	cmpl	-1,-1,0,1,2,0,1,2,0,1,1,0,1,1,0,2,2,0,0,
812	NR_002139	chr6	-	29866786	29868829	29868829	29868829	1	29866786,	29868829,	0	HCG4	unk	unk	-1,
592	NR_002139	chr6_qbl_hap2	-	1013558	1015578	1015578	1015578	1	1013558,	1015578,	0	HCG4	unk	unk	-1,
811	NM_206811	chr6	+	29732736	29748128	29732965	29747206	8	29732736,29735074,29741907,29743398,29743659,29745929,29746456,29747177,	29733053,29735422,29742021,29743419,29743680,29745977,29746477,29748128,	0	MOG	cmpl	cmpl	0,1,1,1,1,1,1,1,
1641	NM_022121	chr6	-	138451334	138470353	138454871	138470170	3	138451334,138459183,138469956,	138455098,138459324,138470353,	0	PERP	cmpl	cmpl	1,1,0,
85	NM_001242630	chr6	-	13471565	13516348	13472953	13473817	2	13471565,13516120,	13473873,13516348,	0	GFOD1	cmpl	cmpl	0,-1,
688	NM_001242629	chr6	-	13577480	13595848	13578647	13595101	2	13577480,13594848,	13578841,13595848,	0	GFOD1	cmpl	cmpl	1,0,
85	NM_001242628	chr6	-	13471565	13594394	13472953	13473817	2	13471565,13594221,	13473873,13594394,	0	GFOD1	cmpl	cmpl	0,-1,
175	NM_001142468	chr6	+	107456068	107479483	107467657	107479133	4	107456068,107467645,107472156,107478953,	107456694,107468127,107472229,107479483,	0	C6orf203	cmpl	cmpl	-1,0,2,0,
1274	NM_001242811	chr6	+	90328755	90400274	90333414	90397444	16	90328755,90333271,90362353,90369466,90372444,90378711,90380231,90382998,90384393,90388361,90389849,90390311,90390978,90394022,90395551,90396872,	90329336,90333534,90362452,90369565,90372543,90378810,90380330,90383097,90384471,90388466,90389984,90390497,90391131,90394136,90395678,90400274,	0	ANKRD6	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
159	NM_001242809	chr6	+	90199615	90400274	90333414	90397444	16	90199615,90333271,90362353,90369466,90372444,90378711,90380231,90382998,90384393,90388361,90389849,90390311,90390978,90394022,90395551,90396872,	90199813,90333534,90362452,90369565,90372543,90378810,90380330,90383097,90384471,90388466,90389984,90390497,90391131,90394136,90395678,90400274,	0	ANKRD6	cmpl	cmpl	-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
789	NM_001242799	chr6	-	26742589	26767959	26745551	26746760	3	26742589,26751865,26767647,	26746935,26751935,26767959,	0	ZNF322	cmpl	cmpl	0,-1,-1,
789	NM_001242798	chr6	-	26742589	26767959	26745551	26746760	3	26742589,26766764,26767647,	26746935,26766853,26767959,	0	ZNF322	cmpl	cmpl	0,-1,-1,
1195	NM_001201363	chr6	-	79967680	80001174	79968123	80000996	7	79967680,79968498,79968711,79970015,79974982,79981407,80000981,	79968162,79968591,79968825,79970066,79975012,79981458,80001174,	0	HMGN3	cmpl	cmpl	0,0,0,0,0,0,0,
1195	NM_001201362	chr6	-	79967680	80001174	79968684	80000996	5	79967680,79970015,79974982,79981407,80000981,	79968825,79970066,79975012,79981458,80001174,	0	HMGN3	cmpl	cmpl	0,0,0,0,0,
917	NM_001350564	chr6	+	43553238	43582272	43574717	43581571	10	43553238,43573596,43574690,43576459,43577241,43577998,43578303,43579116,43579338,43580476,	43553344,43573693,43574816,43576488,43577403,43578065,43578333,43579224,43579422,43582272,	0	TJAP1	cmpl	cmpl	-1,-1,0,0,2,2,0,0,0,0,
917	NM_001350563	chr6	+	43553238	43582272	43574717	43581571	11	43553238,43553852,43573596,43574693,43576459,43577241,43577998,43578303,43579116,43579338,43580476,	43553344,43553948,43573693,43574816,43576488,43577403,43578065,43578333,43579224,43579422,43582272,	0	TJAP1	cmpl	cmpl	-1,-1,-1,0,0,2,2,0,0,0,0,
1806	NR_002965	chr6	-	160126615	160126755	160126755	160126755	1	160126615,	160126755,	0	SNORA29	unk	unk	-1,
826	NR_003065	chr6	-	31616856	31616934	31616934	31616934	1	31616856,	31616934,	0	SNORD84	unk	unk	-1,
607	NR_003065	chr6_cox_hap1	-	2955043	2955121	2955121	2955121	1	2955043,	2955121,	0	SNORD84	unk	unk	-1,
841	NM_001188	chr6	-	33648300	33656048	33649557	33653359	6	33648300,33649788,33651052,33651547,33653289,33655779,	33649662,33649969,33651196,33651683,33653390,33656048,	0	BAK1	cmpl	cmpl	0,2,2,1,0,-1,
666	NM_001491	chr6	+	10663934	10737587	10664642	10734826	3	10663934,10729569,10734635,	10665561,10729662,10737587,	0	GCNT2	cmpl	cmpl	0,1,1,
821	NM_001202523	chr6	+	30960735	30975912	30960975	30975052	17	30960735,30964443,30964663,30964957,30966728,30967135,30967757,30968051,30968823,30969027,30970261,30972376,30972769,30973134,30973828,30974643,30974911,	30960987,30964570,30964766,30965186,30966876,30967235,30967944,30968298,30968919,30969179,30970427,30972621,30972897,30973353,30974063,30974793,30975912,	0	DDR1	cmpl	cmpl	0,0,1,2,0,1,2,0,1,1,0,1,0,2,2,0,0,
233	NM_005355	chr6	+	168161401	168188618	168173114	168188525	8	168161401,168173020,168174301,168177410,168182081,168183593,168185497,168188355,	168161569,168173206,168174376,168177560,168182258,168183745,168185680,168188618,	0	KIF25	cmpl	cmpl	-1,0,2,2,2,2,1,1,
601	NM_001954	chr6_qbl_hap2	+	2098794	2114869	2103440	2114009	19	2098794,2099248,2100335,2103398,2103618,2103912,2105683,2106090,2106714,2107008,2107780,2107984,2109218,2111333,2111726,2112091,2112785,2113600,2113868,	2098856,2099421,2100391,2103525,2103721,2104141,2105831,2106190,2106901,2107255,2107876,2108136,2109384,2111578,2111854,2112310,2113020,2113750,2114869,	0	DDR1	cmpl	cmpl	-1,-1,-1,0,1,2,0,1,2,0,1,1,0,1,0,2,2,0,0,
912	NR_134562	chr6	+	42955331	42965612	42965612	42965612	7	42955331,42956576,42959166,42960328,42961689,42961971,42962875,	42955667,42956798,42959330,42960466,42961799,42962186,42965612,	0	RPL7L1	unk	unk	-1,-1,-1,-1,-1,-1,-1,
1881	NR_026781	chr6	-	169930810	169940846	169940846	169940846	2	169930810,169940757,	169933139,169940846,	0	LINC00242	unk	unk	-1,-1,
1881	NR_026780	chr6	+	169932093	169944894	169944894	169944894	3	169932093,169937204,169942851,	169932437,169937383,169944894,	0	LINC00574	unk	unk	-1,-1,-1,
688	NR_038459	chr6	-	13577480	13580274	13580274	13580274	2	13577480,13580191,	13578841,13580274,	0	GFOD1	unk	unk	-1,-1,
825	NR_040662	chr6	+	31538935	31541565	31541565	31541565	2	31538935,31539126,	31539035,31541565,	0	HCP5	unk	unk	-1,-1,
667	NM_016462	chr6	+	10831133	10839348	10832832	10838885	6	10831133,10832788,10833179,10834125,10836858,10838833,	10831460,10832852,10833256,10834227,10836946,10839348,	0	TMEM14C	cmpl	cmpl	-1,0,2,1,1,2,
174	NM_004849	chr6	-	106739044	106880388	106741107	106870776	8	106739044,106756539,106802717,106834228,106847595,106862931,106870668,106880093,	106741244,106756657,106802812,106834391,106847674,106863059,106870834,106880388,	0	ATG5	cmpl	cmpl	1,0,1,0,2,0,0,-1,
177	NR_152435	chr6	+	109593726	109782844	109782844	109782844	46	109593726,109611822,109615531,109615854,109624380,109624968,109626254,109627428,109631610,109634247,109645120,109654461,109654954,109655341,109667223,109670074,109682343,109683266,109685441,109689784,109692696,109695703,109697934,109710462,109713871,109714237,109722236,109723422,109728126,109733854,109735877,109737397,109741958,109743175,109744743,109756898,109764263,109765291,109766343,109768797,109769197,109770294,109771882,109776322,109780682,109782743,	109593781,109611987,109615604,109615965,109624494,109625163,109626408,109627586,109631763,109634349,109645282,109654574,109655090,109655545,109667416,109670202,109682544,109683388,109685670,109689987,109692852,109695797,109698072,109710620,109713921,109714414,109722354,109723588,109728265,109734008,109735973,109737550,109742188,109743314,109744864,109757008,109764413,109765345,109766511,109768950,109769329,109770447,109772092,109776443,109780810,109782844,	0	CCDC162P	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
825	NR_148223	chr6	-	31470044	31474264	31474264	31474264	2	31470044,31473814,	31470973,31474264,	0	MICA-AS1	unk	unk	-1,-1,
606	NR_148223	chr6_cox_hap1	-	2811257	2815489	2815489	2815489	2	2811257,2815039,	2812186,2815489,	0	MICA-AS1	unk	unk	-1,-1,
915	NM_206922	chr6	-	43381188	43384508	43381529	43384508	8	43381188,43381782,43381934,43382161,43383327,43383554,43384030,43384465,	43381591,43381840,43382029,43382233,43383459,43383612,43384125,43384508,	0	CRIP3	cmpl	cmpl	1,0,1,1,1,0,1,0,
186	NM_206921	chr6	-	118919287	119079713	118919487	119079125	6	118919287,118939153,118951657,118993384,119060308,119079052,	118919721,118939271,118951776,118994172,119060467,119079713,	0	CEP85L	cmpl	cmpl	0,2,0,1,1,0,
817	NM_024839	chr6	+	30420884	30422614	30420927	30422566	5	30420884,30421053,30421246,30422187,30422468,	30420984,30421154,30421329,30422313,30422614,	0	RPP21	cmpl	cmpl	0,0,2,1,1,
598	NM_024839	chr6_cox_hap1	+	1761422	1763152	1761465	1763104	5	1761422,1761591,1761784,1762725,1763006,	1761522,1761692,1761867,1762851,1763152,	0	RPP21	cmpl	cmpl	0,0,2,1,1,
596	NM_024839	chr6_qbl_hap2	+	1559753	1561483	1559796	1561435	5	1559753,1559922,1560115,1561056,1561337,	1559853,1560023,1560198,1561182,1561483,	0	RPP21	cmpl	cmpl	0,0,2,1,1,
599	NM_014641	chr6_qbl_hap2	-	1914462	1932336	1915120	1929830	15	1914462,1917209,1917408,1917760,1918074,1918277,1922038,1922220,1926066,1926321,1926528,1928302,1928457,1929694,1931899,	1915288,1917320,1917534,1917943,1918194,1920755,1922109,1923012,1926159,1926381,1928009,1928372,1928838,1929833,1932336,	0	MDC1	cmpl	cmpl	0,0,0,0,0,0,1,1,1,1,2,1,1,0,-1,
108	NM_001286637	chr6	+	36961617	37004718	36978103	36999195	9	36961617,36970257,36975179,36978033,36990037,36990307,36992198,36995331,36999100,	36961782,36970357,36975387,36978188,36990189,36990447,36992328,36995455,37004718,	0	C6orf89	cmpl	cmpl	-1,-1,-1,0,1,0,2,0,1,
108	NM_001286636	chr6	+	36947623	37004718	36978103	36999195	10	36947623,36954761,36958941,36975179,36978033,36990037,36990307,36992198,36995331,36999100,	36947721,36954886,36959106,36975387,36978188,36990189,36990447,36992328,36995455,37004718,	0	C6orf89	cmpl	cmpl	-1,-1,-1,-1,0,1,0,2,0,1,
108	NM_001286635	chr6	+	36961617	37004718	36975198	36999195	9	36961617,36970257,36975179,36977974,36990037,36990307,36992198,36995331,36999100,	36961782,36970357,36975387,36978188,36990189,36990447,36992328,36995455,37004718,	0	C6orf89	cmpl	cmpl	-1,-1,0,0,1,0,2,0,1,
815	NM_001286633	chr6	+	30211863	30224491	30212792	30223568	6	30211863,30212488,30221749,30222740,30223275,30223480,	30211945,30213137,30221845,30222965,30223298,30224491,	0	TRIM40	cmpl	cmpl	-1,0,0,0,0,2,
596	NM_001286633	chr6_cox_hap1	+	1552525	1565156	1553454	1564233	6	1552525,1553150,1562414,1563405,1563940,1564145,	1552607,1553799,1562510,1563630,1563963,1565156,	0	TRIM40	cmpl	cmpl	-1,0,0,0,0,2,
595	NM_001286633	chr6_qbl_hap2	+	1350778	1363407	1351707	1362484	6	1350778,1351403,1360665,1361656,1362191,1362396,	1350860,1352052,1360761,1361881,1362214,1363407,	0	TRIM40	cmpl	cmpl	-1,0,0,0,0,2,
192	NM_003287	chr6	+	125516573	125627251	125516796	125625807	7	125516573,125582922,125591962,125611126,125616561,125619942,125625678,	125516815,125583038,125592111,125611228,125616600,125620003,125627251,	0	TPD52L1	cmpl	cmpl	0,1,0,2,2,2,0,
1151	NM_001402	chr6	-	74282193	74287476	74284253	74286470	8	74282193,74284473,74284797,74285141,74285375,74285780,74286326,74287443,	74284378,74284708,74285054,74285292,74285672,74285960,74286500,74287476,	0	EEF1A1	cmpl	cmpl	1,0,1,0,0,0,0,-1,
900	NR_002794	chr6	+	41325092	41325305	41325305	41325305	1	41325092,	41325305,	0	TREML5P	unk	unk	-1,
810	NM_013937	chr6	-	29501259	29503488	29502449	29503397	1	29501259,	29503488,	0	OR11A1	cmpl	cmpl	0,
591	NM_013937	chr6_cox_hap1	-	848565	850794	849755	850703	1	848565,	850794,	0	OR11A1	cmpl	cmpl	0,
589	NM_013937	chr6_qbl_hap2	-	650516	652745	651706	652654	1	650516,	652745,	0	OR11A1	cmpl	cmpl	0,
809	NM_013936	chr6	+	29472394	29473427	29472455	29473379	1	29472394,	29473427,	0	OR12D2	cmpl	cmpl	0,
591	NM_013936	chr6_cox_hap1	+	819712	820745	819773	820697	1	819712,	820745,	0	OR12D2	cmpl	cmpl	0,
1494	NM_014034	chr6	+	119263627	119272034	119263627	119270478	3	119263627,119268515,119270265,	119263745,119268692,119272034,	0	ASF1A	incmpl	cmpl	2,0,0,
157	NM_020320	chr6	-	88280371	88356469	88280849	88356394	20	88280371,88281393,88283242,88284605,88285066,88285260,88286019,88286616,88287900,88290993,88295978,88297220,88308354,88312052,88315027,88321844,88329138,88330566,88335953,88356358,	88280936,88281457,88283317,88284701,88285176,88285328,88286144,88286693,88287961,88291089,88296085,88297379,88308431,88312136,88315083,88321942,88329222,88330669,88336027,88356469,	0	RARS2	cmpl	cmpl	0,2,2,2,0,1,2,0,2,2,0,0,1,1,2,0,0,2,0,0,
21	NM_002726	chr6	-	105832134	105957692	105832711	105957459	15	105832134,105836313,105837018,105840053,105843325,105878232,105883396,105887881,105907539,105923470,105927936,105930692,105931953,105952420,105957414,	105833006,105836470,105837150,105840148,105843462,105878336,105883594,105888073,105907645,105923592,105928146,105930823,105932087,105952495,105957692,	0	PREP	cmpl	cmpl	2,1,1,2,0,1,1,1,0,1,1,2,0,0,0,
670	NR_038963	chr6	+	11151976	11187363	11187363	11187363	3	11151976,11156127,11185907,	11152044,11156218,11187363,	0	ELOVL2-AS1	unk	unk	-1,-1,-1,
1600	NR_110144	chr6	-	133106701	133120840	133120840	133120840	7	133106701,133112526,133113976,133115504,133118674,133120247,133120502,	133107323,133112697,133114350,133115581,133118867,133120378,133120840,	0	VNN2	unk	unk	-1,-1,-1,-1,-1,-1,-1,
166	NM_001323261	chr6	+	97564672	97695351	97668421	97693879	9	97564672,97596088,97619224,97639722,97668383,97682000,97685353,97687249,97693717,	97564862,97596196,97619323,97639938,97669106,97682059,97685546,97687344,97695351,	0	KLHL32	cmpl	cmpl	-1,-1,-1,-1,0,1,0,1,0,
201	NM_004865	chr6	+	134315993	134350331	134342956	134349871	7	134315993,134342912,134345398,134345647,134347206,134347407,134349791,	134316256,134343091,134345481,134345711,134347310,134347502,134350331,	0	TBPL1	cmpl	cmpl	-1,0,0,2,0,2,1,
26	NM_001346505	chr6	+	148635104	148914879	148635185	148911387	20	148635104,148752962,148803012,148803186,148831373,148834245,148836938,148850442,148877152,148882375,148888119,148890281,148894354,148895625,148896599,148897579,148903271,148906508,148908843,148911123,	148635206,148753091,148803063,148803236,148831414,148834332,148837051,148850544,148877285,148882722,148888194,148890425,148894490,148895795,148896809,148897730,148903385,148907647,148908975,148914879,	0	SASH1	cmpl	cmpl	0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
